Gene_length	Strand	Gene_name	Ensembl_gene	Gene_biotype
608	+	AC069240.2	ENSG00000258244	processed_pseudogene
6025	+	AC246787.2	ENSG00000244620	lincRNA
8240	-	MMP1	ENSG00000196611	protein_coding
4636	+	AC126335.2	ENSG00000279595	TEC
21668	+	FOXO6	ENSG00000204060	protein_coding
15937	+	AC016909.2	ENSG00000233729	antisense_RNA
941	+	OR10R3P	ENSG00000198703	unprocessed_pseudogene
457	+	RPL23AP41	ENSG00000224085	processed_pseudogene
533	-	IGKV1-9	ENSG00000241755	IG_V_gene
127256	-	UBAP2	ENSG00000137073	protein_coding
31354	+	SERPINA5	ENSG00000188488	protein_coding
3033	-	AC069540.2	ENSG00000233945	lincRNA
80	-	MIR3074	ENSG00000207617	miRNA
1342	-	AC004147.1	ENSG00000263485	sense_intronic
14631	-	U2AF1	ENSG00000160201	protein_coding
485	-	AL008627.1	ENSG00000229700	processed_pseudogene
1497	+	ETDA	ENSG00000238210	protein_coding
18409	+	AL355490.2	ENSG00000231970	antisense_RNA
974	-	OR6K2	ENSG00000196171	protein_coding
182063	+	AC108062.1	ENSG00000251432	lincRNA
14877	+	AC010261.2	ENSG00000251187	antisense_RNA
106	-	RNU6-1311P	ENSG00000207459	snRNA
75	-	RNU6ATAC32P	ENSG00000251835	snRNA
212	-	SNRPGP12	ENSG00000226734	processed_pseudogene
17554	+	AL049749.1	ENSG00000234688	antisense_RNA
543	-	RPL17P11	ENSG00000233445	processed_pseudogene
304	+	AL133475.1	ENSG00000220311	processed_pseudogene
84	-	SNORD14E	ENSG00000200879	snoRNA
708	+	AC073387.1	ENSG00000230192	processed_pseudogene
2142	-	AC120024.4	ENSG00000279273	TEC
40023	+	AC093802.1	ENSG00000220256	lincRNA
59569	-	SLC43A2	ENSG00000167703	protein_coding
22621	+	CPT1C	ENSG00000169169	protein_coding
8033	+	EBI3	ENSG00000105246	protein_coding
329	-	AC117470.1	ENSG00000251172	processed_pseudogene
333795	-	ISPD	ENSG00000214960	protein_coding
28172	-	FBXL14	ENSG00000171823	protein_coding
791	-	AC044787.1	ENSG00000213862	processed_pseudogene
221	-	SNORD91B	ENSG00000275084	snoRNA
68	-	MIR4685	ENSG00000264610	miRNA
104827	-	ADCY10	ENSG00000143199	protein_coding
8149	+	IGF2-AS	ENSG00000099869	antisense_RNA
4318	-	PIGM	ENSG00000143315	protein_coding
11014	+	AL662899.2	ENSG00000250641	protein_coding
578	+	C2orf27AP3	ENSG00000230804	unprocessed_pseudogene
1321	+	AL807752.1	ENSG00000213590	processed_pseudogene
3698	+	AC104031.1	ENSG00000255462	antisense_RNA
174	-	HIF1AP1	ENSG00000258978	processed_pseudogene
59195	+	GPSM2	ENSG00000121957	protein_coding
4950	+	AC004656.1	ENSG00000260822	sense_overlapping
982	+	MTHFD2P7	ENSG00000181260	processed_pseudogene
125	-	RNU4ATAC4P	ENSG00000252116	snRNA
1185	+	AP000424.2	ENSG00000254364	antisense_RNA
1457	-	CDYLP1	ENSG00000224039	unprocessed_pseudogene
6713	-	MED10	ENSG00000133398	protein_coding
28939	-	ESPNP	ENSG00000268869	transcribed_unprocessed_pseudogene
1637	+	AL731661.2	ENSG00000234986	lincRNA
19453	+	BX649567.1	ENSG00000284737	transcribed_unprocessed_pseudogene
796	+	AC006236.1	ENSG00000262961	processed_pseudogene
1594	+	AL132656.3	ENSG00000272489	sense_intronic
6109	+	SELENOW	ENSG00000178980	protein_coding
349	-	AP000705.1	ENSG00000231136	processed_pseudogene
5405	-	MRPL20	ENSG00000242485	protein_coding
38058	+	NCAPH	ENSG00000121152	protein_coding
4885	-	ZSWIM8-AS1	ENSG00000272589	antisense_RNA
1550	+	AC019072.1	ENSG00000271639	processed_pseudogene
99	+	RNA5SP61	ENSG00000252262	rRNA
894	-	AL590229.1	ENSG00000271457	processed_pseudogene
18813	-	C9orf24	ENSG00000164972	protein_coding
300	+	RN7SKP63	ENSG00000200057	misc_RNA
1377	+	ACTR3BP1	ENSG00000270242	processed_pseudogene
13859	+	CES3	ENSG00000172828	protein_coding
33458	-	AP000275.2	ENSG00000265590	protein_coding
637693	+	AGAP1	ENSG00000157985	protein_coding
261	-	DBIP2	ENSG00000251366	processed_pseudogene
71912	-	ENTPD4	ENSG00000197217	protein_coding
26064	-	AC091198.1	ENSG00000267642	lincRNA
12314	-	PKMYT1	ENSG00000127564	protein_coding
152	+	RNU1-72P	ENSG00000199846	snRNA
656	-	AC111200.1	ENSG00000213605	processed_pseudogene
28125	+	AC073111.3	ENSG00000284041	protein_coding
74913	-	PINX1	ENSG00000254093	protein_coding
959	-	HNRNPA1P39	ENSG00000237804	processed_pseudogene
92114	-	AC025244.1	ENSG00000251185	lincRNA
6422	+	ZNF503-AS2	ENSG00000237149	antisense_RNA
1158	-	AC002069.1	ENSG00000235639	processed_pseudogene
31397	-	AC010531.1	ENSG00000131152	protein_coding
4039	+	ZSWIM1	ENSG00000168612	protein_coding
628	+	AC093458.2	ENSG00000279536	TEC
3450	-	AL021453.1	ENSG00000184068	antisense_RNA
412	-	AC098862.1	ENSG00000250611	processed_pseudogene
558	-	AC091078.2	ENSG00000258787	processed_pseudogene
14889	-	LINC01704	ENSG00000231666	lincRNA
567	+	AL354950.1	ENSG00000275005	antisense_RNA
3418	-	AC111182.1	ENSG00000266998	antisense_RNA
127	-	SNORA11	ENSG00000273614	snoRNA
860	+	NRBF2P2	ENSG00000226933	processed_pseudogene
33029	+	NFKBIZ	ENSG00000144802	protein_coding
3235	+	AC018695.4	ENSG00000270184	antisense_RNA
235549	+	LINC00540	ENSG00000276476	lincRNA
16995	+	LINC02393	ENSG00000256597	lincRNA
107087	+	NLN	ENSG00000123213	protein_coding
3710	+	AC068389.3	ENSG00000255289	lincRNA
31032	+	FAM83A	ENSG00000147689	protein_coding
4458	-	DBX1	ENSG00000109851	protein_coding
487	-	AC118469.1	ENSG00000232918	processed_pseudogene
17337	+	PPRC1	ENSG00000148840	protein_coding
23666	+	PEX5L-AS2	ENSG00000244302	antisense_RNA
106260	+	AC012349.1	ENSG00000254254	antisense_RNA
31469	-	CBX1	ENSG00000108468	protein_coding
69	-	MIR6514	ENSG00000274066	miRNA
39106	+	MUC5B	ENSG00000117983	protein_coding
124	+	SCARNA17	ENSG00000252190	scaRNA
8846	+	AL158819.1	ENSG00000232765	transcribed_unprocessed_pseudogene
912	-	GLULP6	ENSG00000215043	processed_pseudogene
6726	-	LINC01925	ENSG00000264265	lincRNA
52105	+	LINC01105	ENSG00000232044	processed_transcript
2128	-	AC060766.6	ENSG00000267711	lincRNA
39220	+	ATXN1L	ENSG00000224470	protein_coding
65	-	MIR3064	ENSG00000284564	miRNA
290	+	AC006512.1	ENSG00000239701	processed_pseudogene
19049	+	ZNF555	ENSG00000186300	protein_coding
20137	-	MMAB	ENSG00000139428	protein_coding
1302	+	BIN2P2	ENSG00000248684	processed_pseudogene
49103	+	TGFBR1	ENSG00000106799	protein_coding
15032	-	GNRHR	ENSG00000109163	protein_coding
60	+	MIR3687-2	ENSG00000264063	miRNA
50043	+	CRISPLD1	ENSG00000121005	protein_coding
9731	-	NF1P7	ENSG00000278143	unprocessed_pseudogene
27083	-	RPAP1	ENSG00000103932	protein_coding
651	+	XBP1P1	ENSG00000249947	processed_pseudogene
479	-	AC106872.2	ENSG00000240674	processed_pseudogene
84135	-	MIR217HG	ENSG00000226702	lincRNA
2403	-	AC090844.3	ENSG00000265799	lincRNA
71098	+	IST1	ENSG00000182149	protein_coding
522	+	FAM71BP1	ENSG00000270683	processed_pseudogene
59	-	RNU7-71P	ENSG00000251868	snRNA
106	-	RNU6-242P	ENSG00000207087	snRNA
101	-	Y_RNA	ENSG00000200041	misc_RNA
63241	-	FAM210A	ENSG00000177150	protein_coding
17043	-	AL592182.1	ENSG00000233407	antisense_RNA
110	-	RNA5SP272	ENSG00000251904	rRNA
100	-	Y_RNA	ENSG00000199471	misc_RNA
25598	-	SGO1	ENSG00000129810	protein_coding
4282	+	PSMD6-AS1	ENSG00000243410	antisense_RNA
2942	+	AC131025.1	ENSG00000253865	antisense_RNA
5601	-	FAM197Y4	ENSG00000274196	transcribed_unprocessed_pseudogene
87809	+	LINC02046	ENSG00000242440	lincRNA
10864	-	HNRNPA1P30	ENSG00000233780	transcribed_processed_pseudogene
208	+	RNU105C	ENSG00000199212	snoRNA
1357	+	TUBG1P	ENSG00000237972	processed_pseudogene
2022	-	USP9YP33	ENSG00000232064	unprocessed_pseudogene
742	-	AL162426.1	ENSG00000279571	lincRNA
577	+	AC080013.3	ENSG00000271778	sense_intronic
1096	+	AL354714.2	ENSG00000213080	processed_pseudogene
101786	+	PPP6R2	ENSG00000100239	protein_coding
384	-	AP000343.1	ENSG00000214526	processed_pseudogene
7503	-	ZNF705E	ENSG00000214534	protein_coding
217401	+	AC026167.1	ENSG00000226022	lincRNA
3289	+	PCDHB10	ENSG00000120324	protein_coding
5851	+	SOX4	ENSG00000124766	protein_coding
106	-	RNU6-421P	ENSG00000201341	snRNA
1305	-	ZNHIT2	ENSG00000174276	protein_coding
16380	-	POLRMT	ENSG00000099821	protein_coding
1334	-	AC010530.1	ENSG00000270165	sense_intronic
3235	-	LINC02065	ENSG00000248846	lincRNA
17628	+	AC138035.1	ENSG00000238035	lincRNA
111	+	snoZ278	ENSG00000252868	snoRNA
896	-	SLC25A5P2	ENSG00000235064	processed_pseudogene
67721	+	FAM149A	ENSG00000109794	protein_coding
1086	-	AC055720.2	ENSG00000256185	3prime_overlapping_ncRNA
330	+	AC004815.1	ENSG00000226729	processed_pseudogene
2276	+	OLIG1	ENSG00000184221	protein_coding
577	-	AL731533.2	ENSG00000273001	lincRNA
7070	+	CCDC140	ENSG00000163081	protein_coding
952	-	AL049839.1	ENSG00000259140	processed_pseudogene
56	+	MIR378B	ENSG00000264534	miRNA
9776	+	SPNS1	ENSG00000169682	protein_coding
159	+	SNORA48	ENSG00000252774	snoRNA
403	-	AL158214.1	ENSG00000235817	processed_pseudogene
9540	+	LEUTX	ENSG00000213921	protein_coding
3717	-	LRRC73	ENSG00000204052	protein_coding
26982	-	ZNF217	ENSG00000171940	protein_coding
569	-	FRGCA	ENSG00000236663	antisense_RNA
7268	+	ADIG	ENSG00000182035	protein_coding
1356	+	AC026356.1	ENSG00000274964	sense_intronic
104	-	RNU6-602P	ENSG00000223087	snRNA
101	+	RNU6-547P	ENSG00000252082	snRNA
953	+	RPLP0P6	ENSG00000213553	processed_pseudogene
1159	+	AC023824.6	ENSG00000261800	lincRNA
10170	-	SPOUT1	ENSG00000198917	protein_coding
1851	+	AL136368.1	ENSG00000232470	lincRNA
14790	-	STC2	ENSG00000113739	protein_coding
153839	-	MYH11	ENSG00000133392	protein_coding
2471	-	AC027796.4	ENSG00000262903	antisense_RNA
47000	-	NAPB	ENSG00000125814	protein_coding
27874	-	AC104803.1	ENSG00000249883	lincRNA
933	-	AL390955.1	ENSG00000213078	processed_pseudogene
150666	+	AC136489.1	ENSG00000229491	antisense_RNA
3180	-	TNFRSF18	ENSG00000186891	protein_coding
24383	-	KCNH4	ENSG00000089558	protein_coding
51325	-	AC087286.2	ENSG00000259367	antisense_RNA
63308	+	LINC00707	ENSG00000238266	lincRNA
179	+	ETDC	ENSG00000283644	protein_coding
57	-	MIR6868	ENSG00000275360	miRNA
65629	+	NSUN3	ENSG00000178694	protein_coding
138	+	AC104465.1	ENSG00000278684	unprocessed_pseudogene
64956	+	HMG20A	ENSG00000140382	protein_coding
1089	-	PRPS1L1	ENSG00000229937	protein_coding
1224	-	KLF2P4	ENSG00000236516	processed_pseudogene
171481	-	AC012501.1	ENSG00000227400	sense_overlapping
1703	-	AC084782.2	ENSG00000261823	lincRNA
306	-	RN7SKP99	ENSG00000252837	misc_RNA
95	-	MIR552	ENSG00000207941	miRNA
442	+	TRAV16	ENSG00000211796	TR_V_gene
306	+	AL590103.1	ENSG00000231978	processed_pseudogene
936	+	LINC02182	ENSG00000260420	lincRNA
6876	+	POLR2H	ENSG00000163882	protein_coding
6104	+	ZMYND15	ENSG00000141497	protein_coding
535	+	AL022313.3	ENSG00000229971	antisense_RNA
1165	+	AL662789.1	ENSG00000232080	processed_transcript
2663	-	PRSS45	ENSG00000188086	protein_coding
7327	+	NIT1	ENSG00000158793	protein_coding
176	-	AC114801.3	ENSG00000249072	processed_pseudogene
117	+	RNA5SP190	ENSG00000202092	rRNA
15562	+	PMS2P7	ENSG00000229018	unprocessed_pseudogene
20986	+	AL359682.1	ENSG00000258497	lincRNA
683	+	AC107993.1	ENSG00000267222	sense_intronic
2171	-	AC131902.2	ENSG00000260484	lincRNA
2015	-	AC092068.3	ENSG00000267749	sense_intronic
2109	+	USP9YP22	ENSG00000224408	unprocessed_pseudogene
1665	-	FRG2MP	ENSG00000275170	processed_pseudogene
714979	+	BCAS3	ENSG00000141376	protein_coding
423	+	AC004692.1	ENSG00000213717	processed_pseudogene
2395	+	AC008026.3	ENSG00000264546	sense_intronic
560	+	AC067852.3	ENSG00000267132	processed_pseudogene
707	-	RPL7P49	ENSG00000242931	processed_pseudogene
230	-	RN7SKP66	ENSG00000252490	misc_RNA
9490	+	AC005616.1	ENSG00000267423	lincRNA
91727	-	PLOD2	ENSG00000152952	protein_coding
541	+	AC006840.1	ENSG00000279918	TEC
82230	+	AL356599.1	ENSG00000235652	antisense_RNA
634	+	SNX18P7	ENSG00000234373	processed_pseudogene
1359	-	MTCO1P22	ENSG00000271207	processed_pseudogene
99	+	MIR135A2	ENSG00000207586	miRNA
32191	+	AC060834.2	ENSG00000234710	lincRNA
514	-	AL589765.5	ENSG00000268288	antisense_RNA
323	+	HMGA1P2	ENSG00000248641	processed_pseudogene
20493	+	COCH	ENSG00000100473	protein_coding
236367	-	TRABD2B	ENSG00000269113	protein_coding
263	+	RN7SL66P	ENSG00000264030	misc_RNA
23100	-	NKAP	ENSG00000101882	protein_coding
1378	+	AC123768.2	ENSG00000244952	lincRNA
288	-	RN7SKP242	ENSG00000251776	misc_RNA
1094	-	EIF4A1P5	ENSG00000226161	processed_pseudogene
23708	+	GCNT3	ENSG00000140297	protein_coding
173091	-	GRM7-AS3	ENSG00000226258	lincRNA
4321	-	COA4	ENSG00000181924	protein_coding
6519	-	CCDC153	ENSG00000248712	protein_coding
3493	+	AC111000.2	ENSG00000248763	unprocessed_pseudogene
100359	-	B3GAT2	ENSG00000112309	protein_coding
104705	+	LARP1	ENSG00000155506	protein_coding
188682	-	MTERF1	ENSG00000127989	protein_coding
8478	-	LSM5	ENSG00000106355	protein_coding
402	-	AC016180.1	ENSG00000261077	processed_pseudogene
1432	-	AP000593.2	ENSG00000228286	processed_pseudogene
1833	-	AL592309.1	ENSG00000228823	unprocessed_pseudogene
239	+	CKS1BP2	ENSG00000225976	processed_pseudogene
246	-	AC004024.1	ENSG00000257624	processed_pseudogene
44604	-	TMEM230	ENSG00000089063	protein_coding
1979	+	TCEAL1	ENSG00000172465	protein_coding
94	+	SNORD116-1	ENSG00000207063	snoRNA
282	-	FKBP1AP2	ENSG00000259691	processed_pseudogene
84638	+	MOCOS	ENSG00000075643	protein_coding
120	+	RNA5SP245	ENSG00000201109	rRNA
2159	+	AC124784.1	ENSG00000257910	antisense_RNA
58172	-	EFEMP1	ENSG00000115380	protein_coding
907	+	OR4A43P	ENSG00000255534	unprocessed_pseudogene
15247	+	LINC02207	ENSG00000258476	lincRNA
110512	+	WIPF3	ENSG00000122574	protein_coding
66700	+	PDGFRL	ENSG00000104213	protein_coding
125083	-	CDC42BPB	ENSG00000198752	protein_coding
379	-	AL034399.1	ENSG00000225728	processed_pseudogene
17157	+	AL355339.1	ENSG00000226140	lincRNA
1473	-	FBXW11P1	ENSG00000230870	processed_pseudogene
29675	-	SCNN1A	ENSG00000111319	protein_coding
38225	-	AL590705.1	ENSG00000203279	lincRNA
680	+	AC090099.2	ENSG00000254546	processed_pseudogene
106	+	RNU6-756P	ENSG00000206724	snRNA
2625	-	AL096869.3	ENSG00000259789	lincRNA
5716	+	AC011471.4	ENSG00000284490	unprocessed_pseudogene
6278	-	TMEM92-AS1	ENSG00000251179	antisense_RNA
910	-	AC117482.1	ENSG00000241776	processed_pseudogene
30114	+	NKD2	ENSG00000145506	protein_coding
149	-	AL133466.1	ENSG00000236168	unprocessed_pseudogene
490	+	MTCYBP39	ENSG00000226341	processed_pseudogene
672	-	AP000915.2	ENSG00000265477	sense_intronic
1896	+	AC022165.1	ENSG00000261243	antisense_RNA
1539	-	IMPDH1P5	ENSG00000213513	processed_pseudogene
118488	+	SCAMP1	ENSG00000085365	protein_coding
13591	-	RETNLB	ENSG00000163515	protein_coding
263	-	AC084121.2	ENSG00000254889	processed_pseudogene
124442	-	PDE7A	ENSG00000205268	protein_coding
3857	-	AC022655.1	ENSG00000263594	lincRNA
108963	-	LINC02384	ENSG00000251301	lincRNA
293	+	AL355365.1	ENSG00000273997	processed_pseudogene
1142	-	ACTG1P18	ENSG00000218475	processed_pseudogene
5579	-	STX18-IT1	ENSG00000248221	sense_intronic
61	-	RNU7-130P	ENSG00000238441	snRNA
4254	-	AC116003.2	ENSG00000266774	lincRNA
35426	+	AC025272.1	ENSG00000260937	lincRNA
747	+	AC245128.3	ENSG00000268734	lincRNA
658	-	AC013472.3	ENSG00000272056	antisense_RNA
13015	+	SMYD5	ENSG00000135632	protein_coding
2796	-	AC010491.1	ENSG00000261360	antisense_RNA
17308	-	TRMT10A	ENSG00000145331	protein_coding
1696	+	AP003733.4	ENSG00000279491	TEC
34926	+	LCK	ENSG00000182866	protein_coding
6996	-	GPATCH4	ENSG00000160818	protein_coding
198	-	AP001485.1	ENSG00000270449	processed_pseudogene
18700	-	LINC00910	ENSG00000188825	lincRNA
1291	+	AC108935.1	ENSG00000250357	lincRNA
103	-	RNU6-1074P	ENSG00000206722	snRNA
27480	+	LINC00604	ENSG00000250585	lincRNA
350	-	AC005363.1	ENSG00000255513	transcribed_processed_pseudogene
229	+	HTT-AS1_1	ENSG00000278778	misc_RNA
291	-	AC009220.1	ENSG00000228360	processed_pseudogene
65	+	MIR6755	ENSG00000283744	miRNA
844	-	SETP1	ENSG00000258863	processed_pseudogene
941	-	AP004247.4	ENSG00000272685	unprocessed_pseudogene
1498	-	AP001282.1	ENSG00000213252	processed_pseudogene
13674	+	AHSA2	ENSG00000173209	protein_coding
1432	-	AC017035.1	ENSG00000224442	processed_pseudogene
30803	+	AL359538.1	ENSG00000243008	processed_transcript
100191	-	AC105052.3	ENSG00000279168	sense_overlapping
1041	+	AC009065.3	ENSG00000260447	antisense_RNA
65	+	MIR6860	ENSG00000283326	miRNA
129	-	SNORA31	ENSG00000199477	snoRNA
357	-	RN7SKP8	ENSG00000222969	misc_RNA
52875	+	AL136985.3	ENSG00000283445	lincRNA
5806	-	AC005041.2	ENSG00000234521	transcribed_unitary_pseudogene
789	+	AC098850.1	ENSG00000231458	processed_pseudogene
278836	-	CHST9	ENSG00000154080	protein_coding
636	+	AC006205.1	ENSG00000255825	antisense_RNA
5752	-	AL109920.1	ENSG00000282408	antisense_RNA
3513	+	AL162582.1	ENSG00000230234	lincRNA
9010	+	CCDC86	ENSG00000110104	protein_coding
7103	-	LSM7	ENSG00000130332	protein_coding
4150	-	TMEM150A	ENSG00000168890	protein_coding
280	+	SERPINE4P	ENSG00000258624	processed_pseudogene
7063	+	ADCYAP1	ENSG00000141433	protein_coding
2179	-	AL161938.1	ENSG00000261411	lincRNA
92979	-	KPNA1	ENSG00000114030	protein_coding
441	+	AP000568.1	ENSG00000229336	processed_pseudogene
9678	-	APLN	ENSG00000171388	protein_coding
312	-	AC093151.1	ENSG00000213987	processed_pseudogene
3162	-	CLDN7	ENSG00000181885	protein_coding
255181	+	LIPE-AS1	ENSG00000213904	antisense_RNA
3440	-	IRF7	ENSG00000185507	protein_coding
225	-	SNRPGP8	ENSG00000226718	processed_pseudogene
17222	-	AL445686.2	ENSG00000264443	lincRNA
508	-	AC027601.3	ENSG00000275542	lincRNA
7289	-	HLA-DRB6	ENSG00000229391	transcribed_unprocessed_pseudogene
60896	+	ZNF730	ENSG00000183850	protein_coding
128295	-	ABCA4	ENSG00000198691	protein_coding
548141	+	KIF26B	ENSG00000162849	protein_coding
10845	-	YIF1B	ENSG00000167645	protein_coding
10202	+	SLC7A15P	ENSG00000232800	unitary_pseudogene
11739	-	SIGIRR	ENSG00000185187	protein_coding
7910	+	HSD3BP5	ENSG00000198857	transcribed_unprocessed_pseudogene
1176	+	AL139193.1	ENSG00000258437	antisense_RNA
293	+	IGHV3OR16-9	ENSG00000270472	IG_V_gene
1171	-	C1GALT1C1L	ENSG00000223658	protein_coding
92	+	Y_RNA	ENSG00000252317	misc_RNA
145	+	AC245036.3	ENSG00000237323	unprocessed_pseudogene
3691	+	RCE1	ENSG00000173653	protein_coding
5896	+	AP005357.1	ENSG00000253717	lincRNA
740	-	AC090971.1	ENSG00000259185	antisense_RNA
27826	+	GTF3C5	ENSG00000148308	protein_coding
1500	-	HNRNPLP1	ENSG00000233503	processed_pseudogene
845	+	AL355375.1	ENSG00000217067	unprocessed_pseudogene
76	-	MIR3156-3	ENSG00000266211	miRNA
132	-	RNU11-6P	ENSG00000212429	snRNA
106	+	RNU6-853P	ENSG00000201176	snRNA
292	-	RN7SL789P	ENSG00000242436	misc_RNA
1008	+	IGBP1P1	ENSG00000226677	processed_pseudogene
4003	+	AL731556.1	ENSG00000213514	processed_pseudogene
15550	+	AC092115.3	ENSG00000262136	antisense_RNA
457	-	IGHV3-32	ENSG00000254289	IG_V_pseudogene
938	+	AC018695.2	ENSG00000269898	antisense_RNA
146543	+	ABHD15-AS1	ENSG00000264031	antisense_RNA
124704	+	CABLES1	ENSG00000134508	protein_coding
108	-	RNU6-903P	ENSG00000212572	snRNA
225	+	IGKV2D-36	ENSG00000253127	IG_V_pseudogene
443481	-	AP005230.1	ENSG00000263745	lincRNA
168	-	AC093331.1	ENSG00000253680	processed_pseudogene
1388	+	EEF1A1P5	ENSG00000196205	processed_pseudogene
1644	+	KNOP1P5	ENSG00000250563	processed_pseudogene
147	+	SNORA75	ENSG00000212432	snoRNA
40889	-	RBM39	ENSG00000131051	protein_coding
9218	-	SYT5	ENSG00000129990	protein_coding
13142	+	ZNF548	ENSG00000188785	protein_coding
103	+	snoU13	ENSG00000238628	snoRNA
1977	+	HSPD1P8	ENSG00000215357	processed_pseudogene
36077	+	ZMPSTE24	ENSG00000084073	protein_coding
39797	+	AL049874.3	ENSG00000258670	antisense_RNA
106	-	RNU6-1207P	ENSG00000207071	snRNA
128558	-	EBF3	ENSG00000108001	protein_coding
4881	-	LINC02518	ENSG00000232316	lincRNA
4236	+	AL158212.3	ENSG00000260917	sense_overlapping
1938	-	AC245140.2	ENSG00000280195	antisense_RNA
10603	+	GRP	ENSG00000134443	protein_coding
74055	-	AC105036.3	ENSG00000260269	processed_transcript
564	+	AC097505.1	ENSG00000272995	antisense_RNA
323323	+	GRIA1	ENSG00000155511	protein_coding
11563	-	CPN2	ENSG00000178772	protein_coding
1439	+	AC020549.1	ENSG00000256674	processed_pseudogene
1509	-	AC108120.3	ENSG00000251419	processed_pseudogene
2800	-	CICP20	ENSG00000235955	processed_pseudogene
485	+	CFL1P7	ENSG00000213877	processed_pseudogene
51591	+	AC004987.3	ENSG00000237251	unprocessed_pseudogene
2121	-	AL132656.4	ENSG00000280355	TEC
160212	-	TRPM1	ENSG00000134160	protein_coding
1499	+	AC009303.4	ENSG00000279227	TEC
23083	+	AC087242.1	ENSG00000255648	antisense_RNA
1999	+	ADAM1B	ENSG00000226469	unitary_pseudogene
270	-	Metazoa_SRP	ENSG00000273886	misc_RNA
104541	+	HECTD2	ENSG00000165338	protein_coding
999	+	IGBP1P5	ENSG00000250858	processed_pseudogene
140	+	RNU4-17P	ENSG00000202468	snRNA
117	-	RNA5SP204	ENSG00000201415	rRNA
350	-	AC092960.1	ENSG00000271682	processed_pseudogene
38638	-	ZNF814	ENSG00000204514	protein_coding
10832	-	LINC02485	ENSG00000248456	lincRNA
97	-	RNU6-287P	ENSG00000252039	snRNA
116773	-	EPS15L1	ENSG00000127527	protein_coding
1006	+	ZDHHC20P4	ENSG00000232380	processed_pseudogene
9768	-	SLC26A6	ENSG00000225697	protein_coding
15123	+	RNF207	ENSG00000158286	protein_coding
2657	+	AL031430.1	ENSG00000284650	lincRNA
388	+	FABP5P12	ENSG00000249367	processed_pseudogene
20911	-	AC090409.1	ENSG00000267279	lincRNA
16938	+	SLC17A9	ENSG00000101194	protein_coding
2872	+	AP002478.1	ENSG00000266401	antisense_RNA
49769	-	SLC25A17	ENSG00000100372	protein_coding
10688	+	CROCCP4	ENSG00000227684	transcribed_unprocessed_pseudogene
109	+	Y_RNA	ENSG00000200262	misc_RNA
877	-	AC092943.1	ENSG00000243116	processed_pseudogene
882	-	AC004448.1	ENSG00000189343	processed_pseudogene
3351	-	AC011008.2	ENSG00000280294	TEC
298	+	RN7SL820P	ENSG00000276200	misc_RNA
24314	-	AL121900.1	ENSG00000233993	antisense_RNA
124	-	LARP7P2	ENSG00000261939	processed_pseudogene
56	+	TRAJ47	ENSG00000211842	TR_J_gene
8822	-	AC092059.1	ENSG00000239991	lincRNA
44549	-	PLS3-AS1	ENSG00000271826	antisense_RNA
13231	-	HENMT1	ENSG00000162639	protein_coding
59	+	TRAJ11	ENSG00000211878	TR_J_gene
79760	+	MXI1	ENSG00000119950	protein_coding
63132	-	TMEM87A	ENSG00000103978	protein_coding
1994	+	FEM1AP1	ENSG00000229231	processed_pseudogene
3753	+	AC068700.1	ENSG00000260398	sense_overlapping
67311	-	MDGA1	ENSG00000112139	protein_coding
